publn_claim_id,process
US3890195_2,1
US3890195_3,1
US3890235_1,0
US3890601_1,0
US3890612_1,0
US3890720_1,0
US3890720_2,0
US3890720_3,0
US3890720_4,0
US3891157_1,0
US3891157_2,0
US3891157_3,0
US3891157_4,0
US3891157_5,0
US3891157_6,0
US3891157_7,0
US3891365_1,1
US3891414_1,0
US3891494_1,1
US3891494_2,1
US3891589_1,1
US3891668_1,1
US3891721_1,1
US3891721_2,1
US3891766_1,0
US3892613_1,1
US3892613_2,1
US3892703_1,1
US3893008_1,0
US3893008_2,0
US3893008_3,0
US3893008_4,0
US3893008_5,0
US3893008_6,0
US3893008_7,0
US3893012_1,0
US3893012_2,0
US3893218_1,0
US3893218_2,0
US3893218_3,0
US3893219_1,0
US3893219_2,0
US3893562_1,1
US3893674_1,0
US3893916_1,1
US3894007_1,0
US3894007_2,0
US3894007_3,0
US3894026_1,1
US3894270_1,0
US3894270_2,0
US3894552_1,0
US3894681_1,0
US3894681_2,0
US3894681_3,0
US3894733_1,0
US3894993_1,0
US3895289_1,1
US3895289_2,1
US3895289_3,1
US3895289_4,1
US3896033_1,0
US3896108_1,0
US3896108_2,1
US3896174_1,1
US3896344_1,0
US3896458_1,0
US3896458_2,0
US3896458_3,0
US3896458_4,0
US3896458_5,0
US3896458_6,0
US3896458_7,0
US3896458_8,0
US3897327_1,1
US3897327_10,1
US3897327_11,1
US3897327_12,1
US3897327_2,1
US3897327_3,1
US3897327_4,1
US3897327_5,1
US3897327_6,1
US3897327_7,1
US3897327_8,1
US3897327_9,1
US3898190_1,0
US3898190_2,0
US3898190_3,0
US3898190_4,0
US3898190_5,0
US3898190_6,0
US3898436_1,1
US3898864_1,0
US3899124_1,0
US3899124_2,0
US3899124_3,0
US3899124_4,0
US3899276_1,0
US3899276_2,0
US3899452_1,0
US3899583_1,0
US3899602_1,0
US3899602_2,1
US3899602_3,1
US3900364_1,0
US3900364_2,0
US3900606_1,0
US3900682_1,1
US3900683_1,0
US3900683_2,1
US3900767_1,0
US3900767_2,0
US3900767_3,0
US3900821_1,0
US3900821_2,0
US3900851_1,0
US3901321_1,0
US3901321_10,0
US3901321_11,0
US3901321_12,0
US3901321_13,0
US3901321_14,0
US3901321_15,0
US3901321_16,0
US3901321_17,0
US3901321_18,0
US3901321_19,0
US3901321_2,0
US3901321_20,0
US3901321_21,0
US3901321_22,0
US3901321_23,0
US3901321_24,0
US3901321_3,0
US3901321_4,0
US3901321_5,0
US3901321_6,0
US3901321_7,0
US3901321_8,0
US3901321_9,0
US3901329_1,0
US3901715_1,0
US3902314_1,0
US3902314_2,0
US3902412_1,0
US3902412_2,0
US3902412_3,0
US3902412_4,0
US3902412_5,0
US3902412_6,0
US3902412_7,0
US3902412_8,0
US3902412_9,0
US3902626_1,0
US3902626_2,0
US3902626_3,0
US3902952_1,0
US3902952_2,0
US3902952_3,0
US3902952_4,0
US3902956_1,0
US3903009_1,0
US3903106_1,0
US3903128_1,0
US3903189_1,1
US3903199_1,1
US3903322_1,0
US3903456_1,0
US3903456_2,0
US3903456_3,0
US3903456_4,0
US3903456_5,0
US3903789_1,0
US3903992_1,0
US3903992_2,0
US3904017_1,0
US3904072_1,0
US3904072_2,0
US3904072_3,0
US3904116_1,0
US3904136_1,0
US3904136_2,0
US3904212_1,0
US3904212_2,0
US3904212_3,0
US3904212_4,0
US3904259_1,0
US3904369_1,0
US3904369_2,0
US3904437_1,0
US3904451_1,1
US3904662_1,0
US3904662_10,0
US3904662_11,0
US3904662_12,0
US3904662_13,0
US3904662_2,0
US3904662_3,0
US3904662_4,0
US3904662_5,0
US3904662_6,0
US3904662_7,0
US3904662_8,0
US3904662_9,0
US3904686_1,0
US3904686_2,0
US3904686_3,0
US3904686_4,0
US3904686_5,0
US3904686_6,0
US3904807_1,0
US3904807_2,0
US3904807_3,0
US3904807_4,0
US3904807_5,0
US3905514_1,0
US3905514_2,0
US3905514_3,0
US3905556_1,1
US3905556_2,1
US3905556_3,1
US3905782_1,0
US3905782_2,1
US3906058_1,0
US3906058_2,1
US3906125_1,1
US3906852_1,0
US3906852_2,0
US3906900_1,1
US3906900_2,1
US3906900_3,1
US3906900_4,1
US3907290_1,0
US3907290_2,0
US3907375_1,0
US3907375_2,0
US3907733_1,0
US3907733_2,0
US3907733_3,0
US3907733_4,0
US3908034_1,1
US3908086_1,0
US3908125_1,0
US3908125_2,0
US3908125_3,0
US3908342_1,0
US3908342_2,0
US3908342_3,0
US3908342_4,0
US3908378_1,0
US3908378_2,0
US3908378_3,0
US3908416_1,0
US3908416_2,0
US3908734_1,1
US3908734_2,1
US3908749_1,0
US3908749_2,0
US3908749_3,0
US3908974_1,0
US3909288_1,1
US3909288_2,1
US3909489_1,1
US3909489_2,0
US3909788_1,0
US3909877_1,0
US3909877_2,0
US3910213_1,1
US3910734_1,0
US3910734_2,0
US3911051_1,0
US3911051_2,0
US3911051_3,0
US3911051_4,1
US3911560_1,1
US3911560_2,1
US3911563_1,1
US3911563_10,1
US3911563_2,1
US3911563_3,1
US3911563_4,1
US3911563_5,1
US3911563_6,1
US3911563_7,1
US3911563_8,1
US3911563_9,1
US3911595_1,0
US3911595_2,0
US3911953_1,0
US3911953_2,0
US3911953_3,0
US3911953_4,0
US3912283_1,0
US3912283_2,0
US3912283_3,0
US3912283_4,0
US3912283_5,0
US3912283_6,0
US3912283_7,0
US3912283_8,0
US3912283_9,0
US3912503_1,0
US3912769_1,0
US3912970_1,0
US3913544_1,0
US3913544_2,0
US3913544_3,0
US3913544_4,0
US3913826_1,0
US3913826_2,0
US3913863_1,0
US3913863_2,0
US3914363_1,1
US3914363_2,1
US3914384_1,0
US3914384_2,0
US3914696_1,0
US3914696_2,0
US3915326_1,0
US3915326_2,0
US3915326_3,0
US3915326_4,0
US3915326_5,0
US3915326_6,0
US3915527_1,0
US3915546_1,0
US3915546_2,0
US3915781_1,1
US3915835_1,1
US3915835_2,1
US3915897_1,0
US3916141_1,1
US3916141_2,1
US3916141_3,1
US3916141_4,1
US3916146_1,0
US3916146_2,0
US3916572_1,0
US3917092_1,0
US3917092_2,0
US3917457_1,1
US3917457_2,1
US3917765_1,0
US3918309_1,0
US3918309_2,0
US3918506_1,0
US3918506_2,0
US3918560_1,0
US3918861_1,1
US3918861_2,1
US3918944_1,0
US3919013_1,0
US3919249_1,1
US3919249_10,0
US3919249_11,0
US3919249_2,0
US3919249_3,0
US3919249_4,0
US3919249_5,0
US3919249_6,0
US3919249_7,0
US3919249_8,0
US3919249_9,0
US3919417_1,0
US3919545_1,0
US3919670_1,0
US3919857_1,0
US3920041_1,0
US3920304_1,0
US3920804_1,1
US3920872_1,0
US3921662_1,0
US3921662_2,0
US3921662_3,0
US3921662_4,0
US3921662_5,0
US3922053_1,0
US3922147_1,0
US3922289_1,0
US3922289_2,1
US3922420_1,1
US3923293_1,0
US3923293_2,0
US3923293_3,0
US3923409_1,0
US3923409_2,0
US3923590_1,0
US3923590_2,0
US3923593_1,0
US3923593_2,0
US3923781_1,0
US3923856_1,0
US3923871_1,0
US3923929_1,0
US3924247_1,0
US3924554_1,0
US3924656_1,0
US3924656_2,0
US3924656_3,0
US3924738_1,0
US3924738_2,0
US3924738_3,0
US3924738_4,0
US3924777_1,0
US3924847_1,0
US3924847_2,0
US3924847_3,0
US3924847_4,0
US3924847_5,0
US3924847_6,0
US3924847_7,0
US3924847_8,0
US3925043_1,0
US3925268_1,1
US3925268_2,1
US3925268_3,1
US3925268_4,1
US3925268_5,1
US3925268_6,1
US3925268_7,1
US3925268_8,1
US3925268_9,1
US3925282_1,0
US3925282_2,0
US3925282_3,0
US3925282_4,1
US3925293_1,0
US3925434_1,1
US3925499_1,1
US3925499_2,1
US3925502_1,0
US3925541_1,1
US3925580_1,0
US3925654_1,0
US3925654_2,0
US3925654_3,0
US3926098_1,1
US3926098_2,1
US3926124_1,0
US3926124_2,0
US3926124_3,0
US3926124_4,0
US3926133_1,0
US3926133_2,0
US3926323_1,0
US3926323_2,0
US3926370_1,0
US3926370_2,0
US3926370_3,0
US3926370_4,0
US3926610_1,1
US3927574_1,1
US3927574_2,1
US3927574_3,1
US3927989_1,0
US3927989_2,0
US3927989_3,1
US3928011_1,1
US3928011_2,1
US3928011_3,1
US3928011_4,1
US3928011_5,1
US3928011_6,1
US3928011_7,1
US3928101_1,1
US3928122_1,0
US3928253_1,1
US3928253_2,1
US3928253_3,1
US3928253_4,1
US3928253_5,1
US3928253_6,1
US3928260_1,0
US3928260_2,0
US3928301_1,0
US3928546_1,1
US3928789_1,0
US3928953_1,0
US3928953_2,0
US3928953_3,1
US3929122_1,0
US3929206_1,0
US3929206_2,0
US3929206_3,0
US3929206_4,0
US3929206_5,0
US3929206_6,0
US3929206_7,0
US3930209_1,0
US3930209_2,0
US3930209_3,0
US3930209_4,0
US3930209_5,0
US3930467_1,0
US3930656_1,0
US3930656_2,0
US3930656_3,0
US3930656_4,0
US3930695_1,0
US3930731_1,0
US3930731_2,0
US3930731_3,0
US3930754_1,0
US3930891_1,0
US3930931_1,1
US3931075_1,0
US3931089_1,0
US3931218_1,1
US3931218_2,0
US3931218_3,0
US3931236_1,1
US3931236_2,1
US3931469_1,0
US3931469_2,0
US3931469_3,0
US3931603_1,0
US3931603_2,1
US3932065_1,0
US3932065_2,0
US3932065_3,0
US3932305_1,1
US3932449_1,0
US3932479_1,0
US3932479_2,0
US3933100_1,0
US3933100_2,0
US3933100_3,0
US3933100_4,0
US3933240_1,0
US3933240_2,0
US3933240_3,0
US3933589_1,1
US3933589_2,1
US3934015_1,0
US3934015_2,0
US3934105_1,0
US3934105_2,0
US3934339_1,0
US3934654_1,0
US3934654_2,0
US3934775_1,1
US3934998_1,0
US3935264_1,1
US3935327_1,1
US3935458_1,1
US3935458_2,1
US3935458_3,1
US3935497_1,0
US3935497_2,0
US3935497_3,0
US3935497_4,0
US3935514_1,0
US3935636_1,1
US3935676_1,1
US3935719_1,0
US3935719_2,0
US3935719_3,0
US3935768_1,1
US3935921_1,0
US3935940_1,0
US3935940_2,0
US3935966_1,0
US3936221_1,0
US3936242_1,0
US3936242_2,0
US3936339_1,1
US3936386_1,0
US3936386_2,1
US3936543_1,1
US3936543_2,1
US3936640_1,0
US3936643_1,0
US3937047_1,1
US3937047_2,1
US3937366_1,0
US3937439_1,0
US3937439_2,0
US3937439_3,0
US3937439_4,0
US3937439_5,0
US3937686_1,1
US3938144_1,0
US3938144_2,0
US3938144_3,0
US3938144_4,0
US3938144_5,0
US3938250_1,0
US3938851_1,0
US3939000_1,1
US3939090_1,0
US3939090_2,0
US3939328_1,0
US3939328_2,0
US3939328_3,0
US3939328_4,0
US3939328_5,0
US3939328_6,0
US3939432_1,0
US3939432_2,0
US3939612_1,0
US3939665_1,1
US3939700_1,1
US3939700_2,1
US3939700_3,1
US3939952_1,0
US3939952_2,0
US3940013_1,0
US3940029_1,0
US3940029_2,0
US3940029_3,0
US3940266_1,0
US3940266_2,0
US3940266_3,0
US3940266_4,0
US3940346_1,0
US3940346_2,0
US3940538_1,0
US3940538_2,0
US3940538_3,0
US3940918_1,0
US3940931_1,0
US3941139_1,0
US3941139_2,0
US3941139_3,0
US3941139_4,0
US3941190_1,0
US3941190_2,0
US3941197_1,0
US3941197_2,0
US3941197_3,0
US3941348_1,0
US3941542_1,1
US3941542_2,1
US3941857_1,0
US3942011_1,0
US3942080_1,1
US3942080_2,1
US3942600_1,0
US3942829_1,0
US3942998_1,1
US3942998_2,0
US3943082_1,0
US3943335_1,0
US3943372_1,0
US3943372_2,0
US3943372_3,0
US3943394_1,0
US3943394_2,0
US3943394_3,0
US3943440_1,0
US3943786_1,0
US3943786_2,0
US3944366_1,0
US3944459_1,0
US3944603_1,1
US3944603_2,1
US3944888_1,0
US3945334_1,1
US3945334_2,1
US3945383_1,0
US3945764_1,0
US3945764_2,0
US3945768_1,0
US3945768_2,0
US3945768_3,0
US3945961_1,0
US3946200_1,0
US3946200_2,0
US3946200_3,0
US3946200_4,0
US3946200_5,0
US3946319_1,0
US3946438_1,0
US3946438_2,0
US3946532_1,0
US3946532_2,0
US3946532_3,0
US3946555_1,1
US3946555_2,0
US3946844_1,0
US3946844_2,0
US3946844_3,0
US3946844_4,0
US3946982_1,0
US3946982_2,1
US3946982_3,1
US3947218_1,0
US3947609_1,1
US3947738_1,0
US3947738_2,0
US3947738_3,0
US3947738_4,0
US3947738_5,0
US3947934_1,1
US3947934_2,1
US3948017_1,1
US3948386_1,1
US3948386_2,1
US3948468_1,0
US3948468_2,0
US3948468_3,0
US3948518_1,0
US3948796_1,0
US3948803_1,0
US3948821_1,0
US3948951_1,0
US3949331_1,0
US3949610_1,0
US3949662_1,0
US3949662_2,0
US3949898_1,0
US3949975_1,0
US3950042_1,0
US3950042_2,0
US3950062_1,0
US3950062_2,0
US3950639_1,0
US3950639_2,0
US3950639_3,0
US3950673_1,0
US3950859_1,0
US3950859_2,0
US3950859_3,0
US3950859_4,0
US3950974_1,0
US3951265_1,1
US3951265_2,1
US3951265_3,1
US3951265_4,1
US3952421_1,1
US3952421_2,1
US3952421_3,1
US3952421_4,1
US3952573_1,1
US3952573_2,1
US3952607_1,0
US3952627_1,1
US3952627_2,1
US3952627_3,1
US3953391_1,0
US3954137_1,0
US3954685_1,1
US3954685_2,1
US3954964_1,0
US3955358_1,0
US3955358_2,0
US3955358_3,0
US3955624_1,1
US3955624_2,1
US3955624_3,1
US3955624_4,1
US3955624_5,1
US3955624_6,1
US3955624_7,1
US3955624_8,1
US3955643_1,0
US3955643_2,0
US3955643_3,0
US3955643_4,1
US3955643_5,1
US3955643_6,1
US3956100_1,1
US3956100_2,1
US3956124_1,1
US3956235_1,0
US3956367_1,0
US3956367_2,0
US3956367_3,0
US3956367_4,0
US3956367_5,0
US3956367_6,0
US3956367_7,0
US3956479_1,0
US3956507_1,1
US3956507_2,0
US3956540_1,0
US3956540_2,0
US3956540_3,0
US3956540_4,0
US3956702_1,0
US3956702_2,0
US3957136_1,0
US3957136_2,0
US3957136_3,0
US3957178_1,0
US3957530_1,0
US3957530_2,0
US3957544_1,0
US3957544_2,0
US3957544_3,0
US3957550_1,0
US3957550_2,0
US3957550_3,0
US3957550_4,0
US3957550_5,0
US3957550_6,0
US3957909_1,0
US3958028_1,0
US3958028_2,0
US3958028_3,0
US3958028_4,0
US3958028_5,0
US3958433_1,0
US3958444_1,0
US3958853_1,0
US3958853_2,0
US3958853_3,0
US3958853_4,0
US3958853_5,0
US3959065_1,1
US3959065_2,1
US3959072_1,0
US3959072_2,0
US3959072_3,0
US3959201_1,0
US3959226_1,0
US3959704_1,0
US3959704_2,0
US3959725_1,0
US3960179_1,0
US3960439_1,0
US3960439_2,0
US3960540_1,0
US3960540_2,0
US3960557_1,0
US3960557_2,0
US3960584_1,0
US3960584_2,0
US3960584_3,0
US3960584_4,0
US3960671_1,1
US3961203_1,0
US3961514_1,1
US3961514_2,1
US3961628_1,0
US3961628_2,0
US3961628_3,1
US3962000_1,1
US3962103_1,1
US3962103_2,1
US3962163_1,0
US3962284_1,0
US3962284_2,0
US3962284_3,0
US3962284_4,0
US3962284_5,0
US3962284_6,0
US3962284_7,0
US3962284_8,0
US3962321_1,0
US3962321_2,0
US3962614_1,0
US3963282_1,0
US3963282_2,0
US3963282_3,0
US3963282_4,0
US3963282_5,0
US3963282_6,0
US3963543_1,0
US3963578_1,0
US3964133_1,0
US3964133_2,0
US3964149_1,0
US3964233_1,0
US3964233_2,0
US3964233_3,0
US3964233_4,0
US3964554_1,0
US3964554_2,0
US3964554_3,0
US3964554_4,0
US3964635_1,0
US3964635_2,0
US3964800_1,0
US3964924_1,0
US3964924_2,0
US3965073_1,0
US3965073_2,1
US3965073_3,0
US3965176_1,0
US3965478_1,0
US3965478_2,0
US3965478_3,0
US3965478_4,0
US3965921_1,0
US3965921_2,0
US3965927_1,0
US3966115_1,0
US3966115_2,0
US3966115_3,1
US3966444_1,0
US3966468_1,0
US3966468_2,0
US3966468_3,0
US3966468_4,0
US3966468_5,0
US3966496_1,0
US3966496_2,0
US3966496_3,1
US3966520_1,0
US3966758_1,0
US3966758_2,0
US3966758_3,0
US3966758_4,0
US3966758_5,0
US3966911_1,0
US3967179_1,0
US3967179_2,0
US3967642_1,0
US3967642_2,0
US3967642_3,0
US3967642_4,0
US3967706_1,0
US3967706_2,0
US3967731_1,0
US3967731_2,0
US3967780_1,0
US3967812_1,0
US3967971_1,0
US3967971_2,1
US3968072_1,1
US3968290_1,0
US3968905_1,0
US3968958_1,0
US3969109_1,0
US3969109_2,0
US3969247_1,0
US3969654_1,0
US3969656_1,0
US3969656_2,0
US3969728_1,0
US3969728_2,0
US3969806_1,0
US3969806_2,0
US3969806_3,0
US3970246_1,0
US3970246_2,0
US3970261_1,1
US3970261_2,1
US3970261_3,1
US3970767_1,0
US3970767_2,0
US3970810_1,0
US3970810_2,0
US3970903_1,0
US3971052_1,0
US3971052_2,0
US3971052_3,0
US3971052_4,0
US3971052_5,0
US3971211_1,0
US3971763_1,0
US3971763_2,0
US3971880_1,0
US3971941_1,0
US3971941_2,0
US3972031_1,0
US3972031_2,0
US3972031_3,0
US3972031_4,0
US3972031_5,0
US3972031_6,0
US3972361_1,0
US3972361_2,0
US3972682_1,0
US3972682_2,0
US3972732_1,0
US3973047_1,1
US3973047_2,1
US3973164_1,0
US3973291_1,1
US3973291_2,1
US3973291_3,1
US3973291_4,1
US3973440_1,0
US3973496_1,1
US3973496_2,1
US3973941_1,1
US3973941_2,1
US3973941_3,1
US3974437_1,0
US3974437_2,0
US3974437_3,0
US3974437_4,0
US3974488_1,0
US3974488_2,0
US3974949_1,0
US3974949_2,0
US3974949_3,0
US3974949_4,0
US3975149_1,1
US3975521_1,0
US3975900_1,1
US3975900_2,1
US3975900_3,1
US3975900_4,1
US3975900_5,0
US3975900_6,0
US3975900_7,0
US3975900_8,0
US3975900_9,0
US3976225_1,0
US3976225_2,0
US3976225_3,0
US3976456_1,0
US3976463_1,1
US3976597_1,1
US3976715_1,0
US3976894_1,0
US3977014_1,0
US3977014_2,0
US3977014_3,0
US3977153_1,1
US3977331_1,0
US3977469_1,1
US3977469_2,1
US3977469_3,1
US3977469_4,1
US3977469_5,1
US3977469_6,1
US3977510_1,0
US3977510_10,0
US3977510_2,0
US3977510_3,0
US3977510_4,0
US3977510_5,0
US3977510_6,0
US3977510_7,0
US3977510_8,0
US3977510_9,0
US3977770_1,0
US3977770_2,0
US3977770_3,0
US3977770_4,0
US3977906_1,0
US3977906_2,0
US3978191_1,1
US3978924_1,0
US3978924_2,0
US3978924_3,0
US3979000_1,0
US3979000_2,0
US3979103_1,0
US3979103_2,0
US3979190_1,0
US3979190_2,0
US3979476_1,1
US3979583_1,0
US3979769_1,0
US3979769_2,0
US3979922_1,0
US3979922_2,0
US3979922_3,0
US3980211_1,0
US3980211_2,0
US3980211_3,0
US3980211_4,0
US3980211_5,0
US3980211_6,0
US3980409_1,0
US3980409_2,0
US3980434_1,0
US3980911_1,0
US3980911_2,0
US3980911_3,0
US3980911_4,0
US3980911_5,0
US3980951_1,0
US3981290_1,0
US3981290_2,0
US3981290_3,0
US3981341_1,0
US3981416_1,0
US3981640_1,0
US3981640_2,0
US3981937_1,1
US3981937_2,1
US3981941_1,1
US3982041_1,0
US3982138_1,0
US3982138_2,0
US3982686_1,0
US3982686_2,0
US3982969_1,0
US3982969_2,1
US3983816_1,0
US3983816_10,0
US3983816_11,0
US3983816_12,0
US3983816_13,0
US3983816_2,0
US3983816_3,0
US3983816_4,0
US3983816_5,0
US3983816_6,0
US3983816_7,0
US3983816_8,0
US3983816_9,0
US3984205_1,0
US3984259_1,1
US3984259_2,1
US3984259_3,1
US3984299_1,1
US3984356_1,0
US3984386_1,1
US3984386_2,1
US3984484_1,1
US3984484_2,1
US3984484_3,1
US3984484_4,1
US3984484_5,1
US3984484_6,1
US3984484_7,1
US3984659_1,0
US3984694_1,1
US3984694_2,1
US3984694_3,1
US3984939_1,0
US3985100_1,0
US3985100_2,0
US3985840_1,1
US3985840_2,1
US3985840_3,1
US3985840_4,1
US3985863_1,1
US3985863_2,1
US3985863_3,1
US3985935_1,0
US3986245_1,1
US3986465_1,0
US3986479_1,0
US3986479_2,0
US3986479_3,0
US3986811_1,1
US3986858_1,1
US3986895_1,0
US3987133_1,0
US3987133_2,0
US3987133_3,0
US3987627_1,0
US3987627_2,0
US3987789_1,0
US3987848_1,0
US3987859_1,0
US3987859_2,0
US3987859_3,0
US3987859_4,0
US3987859_5,0
US3988138_1,1
US3988138_2,1
US3988220_1,1
US3988220_2,1
US3988236_1,1
US3988277_1,0
US3988296_1,0
US3989122_1,0
US3989331_1,0
US3989464_1,0
US3989464_2,0
US3989851_1,1
US3990097_1,0
US3990099_1,0
US3990099_2,0
US3990298_1,1
US3990298_2,1
US3990298_3,1
US3990298_4,1
US3990595_1,0
US3990595_2,0
US3990649_1,1
US3990649_2,0
US3990761_1,0
